SESSION_ID,IMAGES,REVIEWS,FAQ,SPECS,SHIPPING,BRO_TOGETHER,COMPARE_SIMILAR,VIEW_SIMILAR,WARRANTY,SPONSORED_LINKS,BUY
1056,0,0,0,1,1,0,1,1,0,0,0
1057,1,0,0,1,0,1,0,0,0,1,0
1058,0,1,1,1,0,1,0,1,0,0,0
1059,1,0,0,1,1,0,1,0,0,1,0
1060,0,0,1,0,1,0,0,1,0,1,0
1061,0,1,0,0,1,0,1,0,0,0,1
1062,1,0,0,0,0,1,0,0,1,0,0
1063,0,1,1,0,0,1,1,1,0,1,1
1064,1,0,1,1,0,0,0,1,1,0,1
1065,1,0,0,0,0,1,1,1,1,1,0
1066,1,0,0,0,0,0,0,0,1,1,0
1067,0,1,0,0,1,0,1,0,0,0,1
1068,0,0,0,1,0,0,1,1,1,1,1
1069,0,1,0,0,0,1,1,1,1,1,1
1070,1,0,0,1,1,0,1,0,0,1,0
1071,1,1,0,0,1,0,0,0,0,1,0
1072,1,0,0,0,0,1,1,1,1,1,0
1073,0,0,0,1,1,0,0,1,1,1,0
1074,0,1,0,1,1,0,0,1,0,0,0
1075,0,0,0,0,1,1,0,0,1,1,0
1076,1,0,1,1,1,1,0,1,1,0,0
1077,1,0,0,1,0,0,1,1,0,1,0
1078,1,0,0,1,0,1,1,0,1,1,1
1079,0,1,0,0,0,1,1,0,0,0,1
1080,0,0,1,0,1,0,1,1,0,1,0
1081,1,0,0,0,0,1,1,1,1,0,0
1082,1,0,0,0,1,1,1,0,0,0,0
1083,1,0,0,1,0,1,1,0,0,0,0
1084,1,1,0,1,0,1,1,0,0,1,1
1085,0,0,1,0,1,0,1,1,0,1,0
1086,1,0,1,0,1,0,1,0,1,1,0
1087,1,1,1,0,1,1,0,1,0,1,0
1088,1,1,1,1,0,0,1,1,0,1,0
1089,1,0,0,1,1,0,1,0,1,1,1
1090,1,0,1,0,1,0,1,0,1,1,0
1091,1,0,0,1,0,1,0,0,0,1,0
1092,1,0,0,1,0,0,0,0,1,1,1
1093,1,0,0,1,0,1,1,0,1,1,1
1094,0,1,1,0,0,1,1,0,0,1,0
1095,0,0,1,0,1,0,0,1,1,0,0
1096,0,0,0,1,0,1,1,0,0,0,0
1097,1,0,0,0,0,1,0,0,1,0,0
1098,0,1,0,1,0,1,0,1,0,0,0
1099,1,1,0,1,0,0,0,0,1,0,0
1100,0,0,0,0,0,0,1,0,0,0,0
1101,0,0,1,0,0,1,1,0,0,0,0
1102,1,0,0,1,1,0,1,0,1,1,1
1103,1,1,1,0,0,0,1,0,1,1,1
1104,0,0,1,0,1,0,1,1,0,1,0
1105,1,1,0,1,0,0,1,1,0,1,0
1106,1,0,0,0,0,1,1,1,1,0,0
1107,1,0,1,1,1,1,0,1,1,0,0
1108,0,1,0,1,1,1,0,0,1,1,0
1109,1,0,1,0,1,0,1,1,0,1,1
1110,0,1,1,1,0,1,0,0,1,0,0
1111,1,0,0,1,1,0,0,0,0,1,0
1112,1,1,0,0,1,1,1,1,1,0,1
1113,1,1,0,0,1,0,1,0,1,1,1
1114,0,0,1,0,1,0,0,1,1,0,0
1115,1,0,0,1,0,1,0,0,0,1,0
1116,1,1,1,1,1,0,0,0,0,1,1
1117,0,1,1,0,0,1,1,1,0,1,1
1118,0,1,1,0,0,1,1,0,1,1,0
1119,0,0,1,0,1,0,0,1,1,0,0
1120,1,1,0,1,0,0,1,1,1,0,1
1121,1,0,1,1,0,1,1,1,0,0,0
1122,0,0,1,1,1,1,1,1,0,0,0
1123,1,1,1,1,0,0,1,1,1,0,1
1124,1,0,1,1,0,0,0,1,1,0,1
1125,0,1,0,1,0,1,1,1,1,0,1
1126,0,0,1,0,1,0,0,1,0,1,0
1127,0,0,0,1,1,0,0,1,1,1,0
1128,1,0,0,1,1,0,0,0,0,1,0
1129,0,0,1,1,1,1,1,1,0,0,0
1130,1,0,1,1,1,0,0,0,1,0,0
1131,0,0,0,1,0,1,1,0,0,0,0
1132,1,0,1,0,1,0,1,0,1,1,0
1133,0,1,1,0,0,0,0,0,0,1,0
1134,1,1,0,0,1,0,0,1,0,1,1
1135,1,0,0,0,0,1,0,0,1,0,0
1136,0,0,1,0,1,0,0,1,1,0,0
1137,1,1,1,1,0,0,1,1,0,1,0
1138,1,0,0,0,1,1,1,1,1,1,0
1139,1,1,0,1,0,0,1,1,0,1,0
1140,0,1,1,0,0,0,0,0,0,1,0
1141,1,1,0,1,0,0,1,1,0,1,0
1142,0,1,0,1,0,1,1,1,1,0,1
1143,1,1,0,0,0,1,1,1,1,1,1
1144,1,0,0,1,1,0,1,0,1,1,1
1145,1,0,0,1,1,0,1,0,1,1,1
1146,1,0,1,1,0,1,1,1,0,0,0
1147,0,1,0,1,0,1,1,1,1,0,1
1148,1,0,1,0,1,1,1,0,0,1,1
1149,0,1,0,0,0,1,1,1,1,1,1
1150,1,0,0,0,0,1,1,1,1,1,0
1151,0,1,1,1,0,1,0,0,1,0,0
1152,0,1,0,1,0,1,1,1,1,0,1
1153,1,0,0,0,0,1,1,1,1,0,0
1154,1,1,0,0,0,1,1,1,1,1,1
1155,0,0,1,0,0,1,1,0,1,0,0
1156,1,1,1,0,0,0,1,0,1,1,1
1157,1,1,0,1,0,1,1,0,0,1,1
1158,1,0,1,0,1,1,0,1,1,1,0
1159,0,0,1,0,0,1,1,0,0,0,0
1160,1,1,1,1,1,0,0,0,0,1,1
1161,0,1,1,0,0,0,0,0,0,1,0
1162,1,0,1,1,1,1,0,1,1,0,0
1163,1,1,0,1,1,1,0,1,0,1,0
1164,0,0,1,0,0,1,1,0,0,0,0
1165,0,1,0,0,1,0,1,0,0,1,0
1166,1,1,0,0,1,0,0,0,0,1,0
1167,0,0,0,1,0,1,1,0,0,0,0
1168,1,1,0,0,1,1,1,1,1,0,1
1169,0,1,0,0,0,1,1,0,0,0,1
1170,1,1,1,1,1,1,1,0,1,1,1
1171,0,1,0,0,1,0,1,0,0,1,0
1172,1,1,1,0,0,0,1,0,1,0,1
1173,0,0,1,0,0,1,1,1,1,1,0
1174,0,0,0,1,0,0,1,1,1,1,1
1175,1,0,0,1,0,1,1,0,0,0,0
1176,1,0,0,0,0,1,1,1,1,1,0
1177,0,1,1,0,0,1,1,0,0,1,0
1178,1,1,0,0,1,0,0,1,0,1,1
1179,1,0,0,0,1,1,1,0,0,0,0
1180,1,0,1,0,1,1,0,1,1,1,0
1181,0,1,1,1,0,1,0,1,0,0,0
1182,1,0,1,0,0,0,1,1,0,0,0
1183,1,0,0,0,0,1,1,1,1,0,0
1184,0,0,1,1,1,1,1,1,0,0,0
1185,0,1,0,1,0,0,0,1,0,1,1
1186,0,1,1,1,1,0,0,1,0,0,0
1187,0,1,1,0,0,0,0,0,0,1,0
1188,0,0,0,0,1,0,1,0,0,1,0
1189,0,1,0,0,1,0,0,0,0,1,1
1190,1,0,0,1,0,0,1,0,1,1,0
1191,0,1,1,1,1,0,0,1,0,0,0
1192,1,1,1,1,1,1,1,0,1,1,1
1193,1,1,0,0,1,0,1,0,1,1,1
1194,0,1,0,1,0,0,0,1,0,1,1
1195,0,0,0,1,1,0,0,1,1,1,0
1196,0,1,0,1,1,0,0,1,1,0,1
1197,1,1,0,0,1,0,0,1,0,1,1
1198,1,0,1,0,1,0,1,1,0,1,1
1199,1,1,0,1,0,1,1,1,1,1,1
1200,1,1,1,0,1,1,0,1,0,1,0
1201,1,0,1,0,1,1,0,1,1,1,0
1202,0,1,0,0,1,0,1,0,1,1,1
1203,0,1,0,1,0,0,0,1,0,1,1
1204,0,0,0,1,1,0,1,1,0,0,0
1205,0,1,0,0,1,0,1,0,0,0,1
1206,0,1,1,1,1,1,0,0,0,0,1
1207,0,0,1,0,1,0,1,1,0,1,0
1208,0,1,0,0,1,0,1,0,0,0,1
1209,0,0,1,0,0,1,1,0,0,0,0
1210,1,1,0,0,1,0,1,0,1,1,1
1211,1,0,1,1,1,1,0,1,1,0,0
1212,0,1,0,0,1,1,0,0,1,0,1
1213,1,0,1,1,0,0,0,0,1,0,0
1214,0,1,0,1,1,0,0,1,0,0,0
1215,1,1,0,1,0,0,1,1,1,0,1
1216,0,0,0,0,0,0,1,0,0,0,0
1217,0,1,0,1,1,0,0,1,1,0,1
1218,1,0,1,0,1,0,1,1,0,1,1
1219,0,1,1,1,0,1,0,1,0,0,0
1220,0,0,1,1,1,0,0,1,1,0,0
1221,1,1,1,1,1,0,0,1,1,0,0
1222,1,1,1,1,0,0,1,1,1,0,1
1223,0,0,0,0,1,1,0,1,0,0,0
1224,0,0,0,0,1,0,1,0,0,1,0
1225,0,0,1,0,1,0,0,0,1,0,0
1226,1,0,1,1,0,0,0,0,1,0,0
1227,1,0,0,0,0,0,0,0,0,1,0
1228,0,1,0,1,1,1,0,0,1,1,0
1229,1,1,0,1,1,1,1,1,1,0,0
1230,0,1,1,0,0,1,1,0,1,1,0
1231,1,0,0,0,0,0,0,0,0,1,0
1232,0,1,0,0,1,1,0,0,1,0,1
1233,1,0,0,1,0,0,1,0,1,1,0
1234,0,0,1,1,1,0,0,1,1,0,0
1235,1,0,1,0,1,1,1,0,0,1,1
1236,1,1,1,1,1,0,0,0,0,1,1
1237,1,0,1,1,1,0,0,0,1,0,0
1238,0,1,0,0,1,1,1,0,1,1,1
1239,1,1,1,0,0,1,0,0,0,0,1
1240,0,1,1,1,0,1,0,0,1,0,0
1241,0,1,0,0,1,0,0,1,0,1,0
1242,0,1,0,1,1,0,0,1,1,0,1
1243,0,0,0,1,0,0,1,1,1,1,1
1244,0,0,0,0,1,1,1,0,1,0,0
1245,0,0,0,0,1,1,0,1,0,0,0
1246,0,1,0,0,1,0,1,0,0,1,0
1247,1,0,0,0,0,1,1,1,1,0,0
1248,1,0,0,1,0,1,0,0,0,1,0
1249,0,0,0,1,1,0,1,1,0,0,0
1250,1,1,1,0,0,0,1,0,1,1,1
1251,0,1,1,1,0,0,0,0,1,0,1
1252,0,1,0,1,1,1,1,1,1,1,0
1253,1,1,0,1,0,1,1,1,1,1,0
1254,1,1,0,1,0,1,1,1,1,1,1
1255,1,1,0,1,0,0,0,0,1,0,0
1256,0,1,1,1,1,1,0,0,0,0,1
1257,0,0,1,0,0,1,1,0,0,0,0
1258,0,1,0,1,1,1,0,0,1,1,0
1259,1,0,1,0,1,1,0,1,1,1,0
1260,0,1,0,0,1,0,1,0,0,1,0
1261,0,0,0,0,0,0,1,0,0,0,0
1262,1,0,1,0,0,0,1,1,0,0,0
1263,0,1,1,1,1,1,0,0,0,0,1
1264,1,1,1,0,1,1,0,1,0,1,0
1265,1,1,1,1,1,0,0,1,1,0,0
1266,1,0,0,0,1,1,1,1,1,1,0
1267,1,0,1,0,1,1,0,1,1,1,0
1268,1,0,0,1,0,0,1,1,0,1,0
1269,0,1,1,1,0,0,0,0,1,0,1
1270,1,0,1,0,1,1,1,0,0,1,1
1271,1,0,1,1,0,0,0,1,1,0,1
1272,1,0,1,1,0,0,0,0,1,0,0
1273,1,0,0,0,0,1,1,1,1,0,0
1274,1,0,0,1,0,1,1,0,0,0,0
1275,0,1,1,1,0,1,0,1,0,0,0
1276,1,0,1,1,0,0,0,1,1,0,1
1277,0,1,1,1,0,0,0,0,1,0,1
1278,1,1,1,1,0,0,1,1,1,0,1
1279,1,1,0,1,1,1,0,1,0,1,0
1280,0,1,0,0,1,1,0,0,1,0,1
1281,0,1,0,1,1,0,0,1,0,0,0
1282,0,1,0,1,0,1,0,1,0,0,0
1283,1,0,0,1,0,1,1,0,1,1,1
1284,1,1,0,1,0,1,1,0,0,1,1
1285,0,1,0,1,0,0,0,1,0,1,1
1286,1,1,0,1,0,1,1,1,1,1,0
1287,1,1,0,0,1,1,1,0,0,1,1
1288,1,1,0,1,0,1,1,0,0,1,1
1289,0,0,1,0,0,1,1,0,0,0,0
1290,0,0,1,0,0,1,1,0,0,0,0
1291,1,1,0,1,0,1,1,1,1,1,1
1292,1,1,1,0,1,0,1,0,0,0,0
1293,0,0,1,0,0,1,1,0,0,0,0
1294,0,1,0,0,0,1,1,0,0,0,1
1295,0,0,0,1,1,0,0,1,1,1,0
1296,1,0,0,0,0,0,0,0,0,1,0
1297,1,0,0,1,1,0,1,0,1,1,1
1298,1,0,0,0,0,0,0,0,0,1,0
1299,1,1,0,0,0,1,1,1,1,1,1
1300,1,0,0,1,0,0,1,1,0,1,0
1301,0,0,1,1,1,0,0,1,1,0,0
1302,0,0,1,0,0,1,1,0,0,0,0
1303,0,1,1,1,1,0,0,1,0,0,0
1304,1,0,0,0,1,1,1,1,1,1,0
1305,1,0,0,1,1,0,1,0,0,1,0
1306,0,1,1,0,0,1,1,1,0,1,1
1307,1,0,1,1,0,1,1,1,0,0,0
1308,0,0,1,0,0,1,1,0,1,0,0
1309,1,1,1,0,0,0,1,0,1,0,1
1310,1,1,1,1,1,0,0,1,1,0,0
1311,0,1,0,0,1,0,0,0,0,1,1
1312,0,1,0,0,1,1,1,0,1,1,1
1313,0,1,0,1,0,1,1,1,1,0,1
1314,1,0,0,0,0,1,0,0,1,0,0
1315,0,0,1,0,0,1,1,1,1,1,0
1316,1,0,0,1,1,0,0,0,0,1,0
1317,1,0,1,0,1,1,0,1,1,1,0
1318,0,0,0,0,1,1,0,0,1,1,0
1319,1,1,1,1,0,0,1,1,0,1,0
1320,0,1,0,0,1,1,1,0,1,1,1
1321,1,1,0,1,0,0,0,0,1,0,0
1322,1,1,1,1,0,0,1,1,0,1,0
1323,1,0,0,0,1,1,1,1,1,1,0
1324,0,1,1,1,0,0,0,0,1,0,1
1325,1,1,0,0,1,0,1,0,1,1,1
1326,0,0,1,1,1,0,0,1,1,0,0
1327,0,1,1,1,0,0,0,0,1,0,1
1328,0,1,0,0,1,1,0,0,1,0,1
1329,1,1,1,0,0,1,0,0,0,0,1
1330,1,1,1,0,0,0,1,0,1,1,1
1331,1,1,0,1,0,1,1,1,1,1,0
1332,0,1,0,0,1,0,1,0,1,1,1
1333,0,0,1,1,1,1,1,1,0,0,0
1334,0,1,1,1,1,0,1,0,1,0,1
1335,1,1,1,0,0,0,1,0,1,0,1
1336,1,0,1,1,0,1,1,1,0,0,0
1337,1,0,0,1,0,0,1,1,0,1,0
1338,1,0,0,0,1,1,1,1,1,1,0
1339,1,0,1,0,0,0,1,1,0,0,0
1340,0,1,0,1,1,0,0,1,1,0,1
1341,0,0,0,0,1,1,0,0,1,1,0
1342,0,1,0,1,0,1,0,1,0,0,0
1343,0,1,0,0,1,0,0,0,0,1,1
1344,0,1,1,1,1,0,1,0,1,1,1
1345,0,0,1,0,0,1,0,0,1,1,0
1346,1,0,1,0,1,1,0,1,1,1,0
1347,0,1,1,1,1,1,0,0,0,0,1
1348,1,0,0,1,0,0,1,0,1,1,0
1349,0,1,1,0,0,1,1,0,0,1,0
1350,1,0,1,0,1,1,1,0,0,1,1
1351,0,0,0,0,1,1,1,0,1,0,0
1352,0,0,0,0,1,0,1,0,0,1,0
1353,0,1,0,0,1,0,1,0,1,1,1
1354,1,1,1,0,0,0,1,0,1,0,1
1355,1,1,0,1,1,1,0,1,0,1,0
1356,0,1,0,0,1,0,0,1,0,1,0
1357,1,1,0,0,1,1,1,0,0,1,1
1358,0,0,1,1,1,1,1,1,0,0,0
1359,0,0,1,0,1,0,1,1,0,1,0
1360,0,1,0,1,1,1,0,0,1,1,0
1361,1,1,0,0,0,1,1,1,1,1,1
1362,0,1,0,1,0,0,0,1,0,1,1
1363,0,1,0,1,1,1,1,1,1,1,0
1364,1,1,1,1,1,0,0,0,0,1,1
1365,0,1,0,1,1,0,0,1,0,0,0
1366,1,1,1,1,0,0,1,1,1,0,1
1367,0,1,0,1,1,1,1,1,1,1,0
1368,0,0,1,0,0,1,1,1,1,1,0
1369,0,1,1,1,1,0,1,0,1,0,1
1370,0,1,1,0,0,1,1,0,1,1,0
1371,0,0,1,0,1,0,0,0,1,0,0
1372,0,0,1,0,0,1,1,1,1,1,0
1373,1,1,1,0,1,0,1,0,0,0,0
1374,0,1,0,0,0,1,1,1,1,1,1
1375,1,1,1,1,1,1,1,0,1,1,1
1376,0,0,0,0,0,0,1,0,0,0,0
1377,1,0,0,1,0,0,1,0,1,1,0
1378,1,1,0,1,0,0,1,1,1,0,1
1379,0,0,0,0,0,0,1,0,0,0,0
1380,1,1,1,1,1,0,0,0,0,1,1
1381,1,1,0,0,0,1,1,1,1,1,1
1382,0,1,0,0,1,0,0,0,0,1,1
1383,0,0,0,0,1,1,0,1,0,0,0
1384,1,0,0,0,0,1,0,0,1,0,0
1385,1,1,0,0,1,0,0,0,0,1,0
1386,0,0,0,0,1,1,1,0,1,0,0
1387,0,0,1,0,0,1,1,1,1,1,0
1388,0,1,1,0,0,1,1,0,1,1,0
1389,1,1,0,0,1,0,0,0,0,1,0
1390,1,0,0,1,1,0,1,0,0,1,0
1391,1,0,0,0,0,1,1,1,1,0,0
1392,1,0,1,1,0,0,0,1,1,0,1
1393,0,1,1,0,0,1,1,0,0,1,0
1394,1,1,0,1,0,0,0,0,1,0,0
1395,1,1,0,1,0,0,1,1,1,0,1
1396,1,0,0,1,1,0,1,0,0,1,0
1397,1,0,0,0,0,1,1,1,1,0,0
1398,1,0,1,0,1,1,0,1,1,1,0
1399,1,0,0,1,0,1,1,0,0,0,0
1400,1,1,0,1,1,1,1,1,1,0,0
1401,1,1,0,1,0,0,1,1,0,1,0
1402,0,0,1,0,0,1,0,0,1,1,0
1403,1,0,1,1,1,1,0,1,1,0,0
1404,0,0,0,0,1,0,1,1,1,1,1
1405,1,1,0,1,0,0,1,1,1,0,1
1406,1,0,0,1,0,0,0,0,1,1,1
1407,0,0,1,0,0,1,1,0,0,0,0
1408,1,0,0,0,1,1,1,0,0,0,0
1409,0,1,0,1,1,1,0,0,1,1,0
1410,1,0,0,1,0,0,0,0,1,1,1
1411,1,1,0,1,0,1,1,1,1,1,1
1412,1,1,0,0,1,1,1,0,0,1,1
1413,1,1,1,0,1,1,0,1,0,1,0
1414,0,1,1,1,1,0,0,1,0,0,0
1415,1,0,0,1,1,0,0,0,0,1,0
1416,0,1,0,1,1,1,1,1,1,1,0
1417,1,1,0,0,1,1,1,0,0,1,1
1418,1,0,1,1,0,0,0,0,1,0,0
1419,0,1,1,0,0,1,1,0,1,1,0
1420,0,1,1,1,1,0,1,0,1,1,1
1421,0,1,0,1,0,1,0,1,0,0,0
1422,1,0,0,1,0,0,1,1,0,1,0
1423,1,0,0,1,0,0,1,0,1,1,0
1424,0,1,1,1,0,1,0,1,0,0,0
1425,0,0,0,0,1,1,1,0,1,0,0
1426,1,0,1,0,0,0,1,1,0,0,0
1427,0,0,1,0,1,0,0,1,0,1,0
1428,1,1,1,1,1,1,1,0,1,1,1
1429,1,0,0,1,0,1,1,0,1,1,1
1430,0,1,0,1,1,0,0,1,0,0,0
1431,0,1,1,1,1,0,1,0,1,1,1
1432,1,1,0,0,1,0,0,0,0,1,0
1433,0,0,0,0,1,0,1,1,1,1,1
1434,0,0,0,0,1,0,1,1,1,1,1
1435,1,0,0,1,1,0,0,0,0,1,0
1436,1,1,1,0,1,1,0,1,0,1,0
1437,1,1,1,0,0,1,0,0,0,0,1
1438,0,1,1,1,1,0,1,0,1,0,1
1439,1,1,1,0,1,0,1,0,0,0,0
1440,0,0,0,0,1,1,1,0,1,0,0
1441,1,0,1,0,1,1,0,1,1,1,0
1442,0,1,0,0,1,0,0,0,0,1,1
1443,1,1,0,0,1,1,1,0,0,1,1
1444,0,1,1,1,1,0,1,0,1,1,1
1445,0,0,0,0,1,1,0,0,1,1,0
1446,0,0,1,0,0,1,0,0,1,1,0
1447,1,1,0,0,1,0,0,1,0,1,1
1448,0,0,0,1,0,0,1,1,1,1,1
1449,0,0,0,1,0,0,1,1,1,1,1
1450,1,1,0,1,0,0,0,0,1,0,0
1451,0,1,0,1,1,1,1,1,1,1,0
1452,1,1,0,0,1,1,1,1,1,0,1
1453,1,1,0,1,0,1,1,0,0,1,1
1454,0,0,0,0,1,0,1,0,0,1,0
1455,1,1,1,1,1,0,0,1,1,0,0
1456,0,1,1,1,1,1,0,0,0,0,1
1457,0,1,1,0,0,1,1,1,0,1,1
1458,1,1,0,1,0,1,1,1,1,1,1
1459,0,1,0,0,0,1,1,0,0,0,1
1460,0,0,0,1,1,0,1,1,0,0,0
1461,0,1,0,0,1,1,1,0,1,1,1
1462,1,0,0,1,0,0,0,0,1,1,1
1463,1,1,0,0,1,1,1,1,1,0,1
1464,0,1,0,0,1,0,1,0,0,0,1
1465,0,1,0,0,1,0,1,0,1,1,1
1466,1,1,0,1,1,1,0,1,0,1,0
1467,0,0,0,1,0,1,1,0,0,0,0
1468,1,1,0,1,1,1,1,1,1,0,0
1469,1,0,1,0,1,0,1,0,1,1,0
1470,1,1,0,1,0,0,1,1,0,1,0
1471,0,1,1,1,1,0,0,1,0,0,0
1472,0,1,0,0,1,0,1,0,1,1,1
1473,0,1,1,1,1,1,0,0,0,1,0
1474,1,0,0,0,0,1,1,1,1,1,0
1475,1,0,1,1,0,1,1,1,0,0,0
1476,0,0,0,0,1,0,1,0,0,1,0
1477,0,1,1,1,1,1,0,0,0,1,0
1478,1,1,1,0,0,0,1,0,1,0,1
1479,1,1,1,1,1,0,0,1,1,0,0
1480,0,0,0,1,0,1,1,0,0,0,0
1481,0,0,1,0,0,1,0,0,1,1,0
1482,1,0,0,1,0,1,1,0,1,1,1
1483,1,0,1,1,1,0,0,0,1,0,0
1484,0,1,0,0,1,0,1,0,0,1,0
1485,1,0,1,0,1,1,0,1,1,1,0
1486,0,0,1,0,1,0,0,0,1,0,0
1487,0,1,0,0,0,1,1,1,1,1,1
1488,1,1,0,1,0,1,1,1,1,1,0
1489,1,0,0,0,0,1,1,1,1,0,0
1490,0,0,0,0,1,1,0,0,1,1,0
1491,0,0,1,0,1,0,0,1,0,1,0
1492,1,0,1,0,0,0,1,1,0,0,0
1493,0,1,0,1,0,1,0,1,0,0,0
1494,0,1,1,1,1,0,1,0,1,0,1
1495,0,0,0,0,1,0,1,1,1,1,1
1496,0,1,1,1,1,1,0,0,0,1,0
1497,1,1,1,1,0,0,1,1,1,0,1
1498,0,1,0,0,1,0,0,1,0,1,0
1499,0,1,1,1,0,1,0,0,1,0,0
1500,0,0,0,1,1,0,1,1,0,0,0
